1	我看过许多勇敢的人，不怕措折地奋斗，这种精神值得我们学习。	我看过许多勇敢的人，不怕挫折地奋斗，这种精神值得我们学习。
1	任何事物、任何东西都有方向，而不同的方向则是看那位选则的人。	任何事物、任何东西都有方向，而不同的方向则是看那位选择的人。
1	当你做了一个选责，另一个就得不到。交到志同道合的好朋友，这就是所选的方向。	当你做了一个选择，另一个就得不到。交到志同道合的好朋友，这就是所选的方向。
1	我最善长的就是电脑，而且对其它的都没有兴趣，只希望赶快长大而已。	我最擅长的就是电脑，而且对其它的都没有兴趣，只希望赶快长大而已。
1	我觉得我人生的方向，应该是专心读书和努力用功地去答成自己的目的。	我觉得我人生的方向，应该是专心读书和努力用功地去达成自己的目的。
1	有些人因为压力太大而自杀，也有些人任为自己的人生方向只要活好、吃得饱就好了。	有些人因为压力太大而自杀，也有些人认为自己的人生方向只要活好、吃得饱就好了。
1	希望走哪个方向，取决于自已而大家希望走的方向有百分之八十以上以是好的，对吧！	希望走哪个方向，取决于自己而大家希望走的方向有百分之八十以上以是好的，对吧！
1	音乐家在众人中显现出自已的才华，但我们始终会忘记在他们的才华背后却是辛苦的努力。	音乐家在众人中显现出自己的才华，但我们始终会忘记在他们的才华背后却是辛苦的努力。
1	我希望能在絃乐团里好好磨练，让自已的琴艺更加深入，能代表学校参加比赛。	我希望能在絃乐团里好好磨练，让自己的琴艺更加深入，能代表学校参加比赛。
1	我目前的事情就是读好书，考上理想的学校，找到好的工作，目前还只是这样而己。	我目前的事情就是读好书，考上理想的学校，找到好的工作，目前还只是这样而已。
1	我决定要努力用功、保握机会，直到有一天时机成熟，自然就可以水到渠成。	我决定要努力用功、把握机会，直到有一天时机成熟，自然就可以水到渠成。
1	阿拉丁后来发现神灯里有一位精灵，所以他用了他平常在市集里所使用的骗术不用一个愿望就让自已出去了。	阿拉丁后来发现神灯里有一位精灵，所以他用了他平常在市集里所使用的骗术不用一个愿望就让自己出去了。
1	在不平凡的剉折中只有一分的运气，两分的习惯，三分的学以致用以及四分的冷静中才可能化险为夷。	在不平凡的挫折中只有一分的运气，两分的习惯，三分的学以致用以及四分的冷静中才可能化险为夷。
1	发明家爱迪生虽然实验室大火，许多研究付之一炬，但之后他发表了他的第一部留声机。「古之立大事者，不惟有起世之才，亦必有坚韧不拔之志。」爱迪生不但没有觉得挫折，还永不放弃地发表自己的东西。	发明家爱迪生虽然实验室大火，许多研究付之一炬，但之后他发表了他的第一部留声机。「古之立大事者，不惟有超世之才，亦必有坚韧不拔之志。」爱迪生不但没有觉得挫折，还永不放弃地发表自己的东西。
1	作者刘墉小时后，家里陷入火海，虽然逃出来了，但眉毛、睫毛都烧光了，他默默接受，并不认为这是「挫折」，只能算「遭遇」。	作者刘墉小时候，家里陷入火海，虽然逃出来了，但眉毛、睫毛都烧光了，他默默接受，并不认为这是「挫折」，只能算「遭遇」。
1	人生就像舫行的船，起起伏伏！没人知道下一场的暴风雨什么时候来，也不会知道什么时候走，唯一能克服的就是自己的毅力与努力。	人生就像航行的船，起起伏伏！没人知道下一场的暴风雨什么时候来，也不会知道什么时候走，唯一能克服的就是自己的毅力与努力。
1	虽然说我没有遭遇到这些大事，可我知道有些人会悲观到得了忧郁症，但有些人会积极乐观，会把这些事变成另一种说法，只是考试考差了而己。	虽然说我没有遭遇到这些大事，可我知道有些人会悲观到得了忧郁症，但有些人会积极乐观，会把这些事变成另一种说法，只是考试考差了而已。
1	逆境是人生不可必免的，但是要用什么心态去接受，是掌握于自己手中，选择难过，不会有好的结果，选择勇敢面对，才是挽救之道。	逆境是人生不可避免的，但是要用什么心态去接受，是掌握于自己手中，选择难过，不会有好的结果，选择勇敢面对，才是挽救之道。
1	在教室里，我们经常走动、经过。但，是否真正品尝过它的真面幕呢？	在教室里，我们经常走动、经过。但，是否真正品尝过它的真面目呢？
1	那角落，原本就己经很孤单了！仅仅只有四个方型筒和一筒奇臭无比的垃圾筒陪伴它。请大家不要在破坏了！	那角落，原本就已经很孤单了！仅仅只有四个方型筒和一筒奇臭无比的垃圾筒陪伴它。请大家不要在破坏了！
1	桌子能通容我们在它身上做事，就算睡觉时口水滴下去它也不会兇我们，椅子能忍受我们坐在他身上，黑板、白板则是能忍受老师们在它的脸上图鸦和写字。	桌子能通容我们在它身上做事，就算睡觉时口水滴下去它也不会兇我们，椅子能忍受我们坐在他身上，黑板、白板则是能忍受老师们在它的脸上涂鸦和写字。
1	其实我们高兴有这个教室，因为它离楼梯、理化教室和厕所都最近，只要走几步路就到了，所以我还满辛运的耶！	其实我们高兴有这个教室，因为它离楼梯、理化教室和厕所都最近，只要走几步路就到了，所以我还满幸运的耶！
1	书柜角落是我挚爱的教室一隅，纵使它总是遗世独立般伫立在墙角，但它仍然散发着昔日动人的色彩，在我的人生旋途中，我将会使和苏格拉底的对话，因为那是我和教室一隅在中学时期时一起编织成的人生乐章。	书柜角落是我挚爱的教室一隅，纵使它总是遗世独立般伫立在墙角，但它仍然散发着昔日动人的色彩，在我的人生旅途中，我将会使和苏格拉底的对话，因为那是我和教室一隅在中学时期时一起编织成的人生乐章。
1	无聊时看着教室里的课桌椅，就让我的脑袋出现了许多问题，像为什么课桌椅要这样排，这严素的景象却也让我震撼。	无聊时看着教室里的课桌椅，就让我的脑袋出现了许多问题，像为什么课桌椅要这样排，这严肃的景象却也让我震撼。
1	我当上了风纪，也成为大家所排挤的对象，但我还是尽力地去完成我的使命，换来的虽然是大家的不理不採，但也交到了一位知心的朋友。	我当上了风纪，也成为大家所排挤的对象，但我还是尽力地去完成我的使命，换来的虽然是大家的不理不睬，但也交到了一位知心的朋友。
1	教室对学生，是最熟悉不过的环境，不管是老师们的谆谆教诲亦或同学们追逐奔跑，我们在教室中学习，也在教室中一点一滴地慢慢茁壮，更恣长了友情及师生之情。	教室对学生，是最熟悉不过的环境，不管是老师们的谆谆教诲亦或同学们追逐奔跑，我们在教室中学习，也在教室中一点一滴地慢慢茁壮，更滋长了友情及师生之情。
1	我喜爱它的原因不是为了丢垃圾的方便，更不是为了在无聊的课程中方便打嗑睡，是因为窗外有着令人心旷神怡的美景。	我喜爱它的原因不是为了丢垃圾的方便，更不是为了在无聊的课程中方便打瞌睡，是因为窗外有着令人心旷神怡的美景。
0	在教室里，每个人都有自己喜欢的角落，像是佈告栏、班级书柜等佈置精美的地方，而我却独钟放蒸饭箱的那一个角落。	在教室里，每个人都有自己喜欢的角落，像是佈告栏、班级书柜等佈置精美的地方，而我却独钟放蒸饭箱的那一个角落。
1	那老旧的蒸饭箱，外层佈满了银白色的水渍，内层的铁架也早己生锈多时，却还是尽责地每天替大家蒸饭，从来不曾停工，真让我敬佩啊！	那老旧的蒸饭箱，外层佈满了银白色的水渍，内层的铁架也早已生锈多时，却还是尽责地每天替大家蒸饭，从来不曾停工，真让我敬佩啊！
1	我最喜欢的还是我的坐位，下课可以和同学聊天，聊些有的没有的东西，而中午时又可以边吃中餐边和同学聊天。	我最喜欢的还是我的座位，下课可以和同学聊天，聊些有的没有的东西，而中午时又可以边吃中餐边和同学聊天。
1	从每天早上的第二个钟声响起，全班就会安安静静地回到自己的座位，而当老师的第一个脚步踏进教室时，如果被他发现哪里不干净，他就会站到讲桌旁边，然候就开始训话。	从每天早上的第二个钟声响起，全班就会安安静静地回到自己的座位，而当老师的第一个脚步踏进教室时，如果被他发现哪里不干净，他就会站到讲桌旁边，然后就开始训话。
